start_hhmmss,end_hhmmss,text
00:20:56,00:20:57,"Oh, there were two..."
00:20:57,00:20:59,Which was the president who kept a sheep on his lawn?
00:20:59,00:21:01,"That was maybe Teddy Roosevelt,"
00:21:01,00:21:02,someone around the turn of the 20th century.
00:21:02,00:21:04,But that doesn't necessarily mean he was a shepherd.
00:21:04,00:21:07,It feels like it would be one of the early ones who was a shepherd.
00:21:07,00:21:07,Yeah.
00:21:07,00:21:08,"But I bet it wasn't Madison,"
00:21:08,00:21:10,"because we'd done him on the main show recently,"
00:21:10,00:21:12,and we would remember that.
00:21:12,00:21:14,"Yeah, it wasn't Madison, not a shepherd."
00:21:14,00:21:15,"Oh, no."
00:21:15,00:21:17,"But his wife is called Dolly, who was a sheep."
00:21:17,00:21:19,That's a good point.
00:21:19,00:21:20,That's very good.
00:21:20,00:21:22,This is blowing wide open.
00:21:22,00:21:22,"Yeah, yeah."
00:21:22,00:21:24,I think...
00:21:24,00:21:25,Henry...
00:21:25,00:21:26,Is it a Henry Tyler?
00:21:26,00:21:27,"No, John Tyler."
00:21:27,00:21:28,John Tyler...
00:21:28,00:21:29,"Well, I think it was Henry Tyler."
00:21:29,00:21:33,"This was a very fun episode,"
00:21:33,00:21:36,"because we had Rufus Houndon, and this was Rufus's fact."
00:21:36,00:21:40,"And do you remember in the old QI office,"
00:21:40,00:21:42,"where we recorded ""Just Below Us"" was a barber shop,"
00:21:42,00:21:43,"and it just so happened,"
00:21:43,00:21:47,that is where Rufus used to get his mustache and beard and hair done.
00:21:47,00:21:48,"And he said,"
00:21:48,00:21:54,"""Oh, I've booked a haircut half way through the recording of the episode."""
00:21:54,00:21:56,"Yeah, so it was wild."
00:21:56,00:21:58,"And so we paused it, and he went away,"
00:21:58,00:21:59,"and he took a very long time,"
00:21:59,00:22:00,and we think...
00:22:00,00:22:02,I don't want to ask Rufus this.
00:22:02,00:22:04,"We think he went for an enormous poo,"
00:22:04,00:22:06,"and there was a problem with the sewage system,"
00:22:06,00:22:08,"because I like, ""We're not a cafe."""
00:22:08,00:22:13,"""Go do your poo's a narrow Rufus, Jesus."""
00:22:13,00:22:17,"Yeah, we've got a theory."
00:22:17,00:22:20,"We've got a theory that he didn't do as much research,"
00:22:20,00:22:21,"as he hoped he could have done,"
00:22:21,00:22:23,and he was feeling it during the episode.
00:22:23,00:22:24,"And so when he went down,"
00:22:24,00:22:25,"he just did a lot more research,"
00:22:25,00:22:27,"because when he came back, he was packed with facts,"
00:22:27,00:22:29,"as Rufus is, about everything."
00:22:29,00:22:31,"And his hair still looks shit, so..."
00:22:31,00:22:33,[laughter]
00:22:33,00:22:36,"He's a very presentable man, Rufus has."
00:22:36,00:22:37,Yeah.
00:22:37,00:22:38,Do you know how he came up the show as well?
00:22:38,00:22:40,As in...
00:22:40,00:22:42,"So the reason he came on is,"
00:22:42,00:22:44,I bumped into him on the streets
00:22:44,00:22:46,"a couple of weeks before,"
00:22:46,00:22:48,"while I was walking down Maiden Lane,"
00:22:48,00:22:50,"which is a road we used to record on,"
00:22:50,00:22:52,"and I was walking,"
00:22:52,00:22:55,"and I heard a man yell from very far down the road,"
00:22:55,00:22:57,"""Yellow Shoe Wanker!"""
00:22:57,00:22:59,[laughter]
00:22:59,00:23:00,"And at that point,"
00:23:00,00:23:02,I was wearing these yellow sport shoes
00:23:02,00:23:04,"that were like luminous,"
00:23:04,00:23:07,"and he'd spotted me from like a hundred yards away,"
00:23:07,00:23:09,the whole street turn.
00:23:09,00:23:10,But did you know him and that's it?
00:23:10,00:23:11,"I did, yeah."
00:23:11,00:23:13,"'Cause he was on Museum of Curious,"
00:23:13,00:23:14,"he relatively early, so..."
00:23:14,00:23:18,"And he used to do all the warm-ups at QI back in the day,"
00:23:18,00:23:19,"before the recordings, yeah."
00:23:19,00:23:20,"He did, yeah, yeah."
00:23:20,00:23:21,And there were a couple of pilots
00:23:21,00:23:23,"that QI tried to do back in the day,"
00:23:23,00:23:26,and Rufus was either a host or the panelist.
00:23:26,00:23:28,"I mean, of course he knew you."
00:23:28,00:23:29,"Like, he wouldn't have known necessarily,"
00:23:29,00:23:31,"you always wear yellow shoes,"
00:23:31,00:23:32,"but he knows you're a Wanker, so..."
00:23:32,00:23:35,[laughter]
00:23:35,00:23:37,"Yeah, that's the bit that wasn't the contested bit."
00:23:37,00:23:38,[laughter]
00:23:38,00:23:40,"Right, time for another fact."
00:23:40,00:23:43,"Yes, this one goes out to Vanessa Sterling."
00:23:43,00:23:47,"Vanessa, your fact is that there is a village in Russia"
00:23:47,00:23:51,where every single person knows how to tightrope walk.
00:23:51,00:23:52,[laughter]
00:23:52,00:23:53,Yeah.
00:23:53,00:23:57,"I feel like some facts really stick out as a classic fish fact,"
00:23:57,00:24:00,"and for me, that was one that I've remembered"
00:24:00,00:24:01,and thought about many times.
00:24:01,00:24:03,"Do you know why, I think?"
00:24:03,00:24:05,"When we wrote our book, The Book of the Year,"
00:24:05,00:24:07,we considered writing another book.
00:24:07,00:24:08,"Do you remember we discussed it,"
00:24:08,00:24:10,"and we were going to call it The Book of Now,"
00:24:10,00:24:12,"and the idea is that right now,"
00:24:12,00:24:15,"somewhere in the world, this thing is happening,"
00:24:15,00:24:16,"and there are loads of things happening,"
00:24:16,00:24:18,"and one of them was in this village,"
00:24:18,00:24:19,"in Russia, right now,"
00:24:19,00:24:21,everyone knows how to tightrope walk.
00:24:21,00:24:23,"Yeah, I still love the idea of that book."
00:24:23,00:24:25,"It's that image, wake up in the morning."
00:24:25,00:24:26,"Right now, when you wake up,"
00:24:26,00:24:27,someone is tightrope walking here.
00:24:27,00:24:30,"There's a yellow shoe wanker going down, made in length."
00:24:30,00:24:31,"Yeah, great idea."
00:24:31,00:24:31,"Yeah, really nice."
00:24:31,00:24:33,"We better not put it in the edit then,"
00:24:33,00:24:35,because someone will steal it.
00:24:35,00:24:36,If it's that good.
00:24:36,00:24:37,"Well, that's okay,"
00:24:37,00:24:39,because we have evidence that we thought of it first.
00:24:39,00:24:41,"Oh, let someone else do the work again."
00:24:41,00:24:42,I see.
00:24:42,00:24:43,Publishers might be listening as well.
00:24:43,00:24:45,"We could, we could sell our books here."
00:24:45,00:24:47,All publishers have turned off this podcast.
00:24:47,00:24:49,It's had decided working on his books.
00:24:49,00:24:50,[laughter]
00:24:50,00:24:52,"I think, literally, everyone at the publishing industry"
00:24:52,00:24:53,"in London has just gone,"
00:24:53,00:24:55,"""You know what, we're going to list off, man, you now."""
00:24:55,00:24:56,Yeah.
00:24:56,00:24:58,We really haven't considered the actual career damage.
00:24:58,00:25:02,That man has done to us with his buddy cop TV shows.
00:25:02,00:25:03,[laughter]
00:25:03,00:25:04,"Okay, next fact."
00:25:04,00:25:04,All right.
00:25:04,00:25:06,This one's going out to Max.
00:25:06,00:25:08,"Max, you know who you are."
00:25:08,00:25:12,"Your fact is, when making model railways,"
00:25:12,00:25:15,people may call out of larger bits of coal.
00:25:15,00:25:18,[laughter]
00:25:18,00:25:19,Who's back at that of them?
00:25:19,00:25:22,[laughter]
00:25:22,00:25:24,"Okay, here we are, here we are, guys."
00:25:24,00:25:26,Small coal cop.
00:25:26,00:25:30,[laughter]
00:25:30,00:25:32,"But actually, I think this fact,"
00:25:32,00:25:34,people have written into us on drop as a line
00:25:34,00:25:35,"referencing this fact, haven't they?"
00:25:35,00:25:39,"And I think, wasn't it true that someone had a wedding"
00:25:39,00:25:42,and the favours that they gave to all the guests
00:25:42,00:25:44,was fake bits of coal.
00:25:44,00:25:46,"Like, actually made out of chocolate cake or whatever."
00:25:46,00:25:47,Chocolate coal.
00:25:47,00:25:47,"Oh, really?"
00:25:47,00:25:52,The reason was because they partly themed the wedding on fish.
00:25:52,00:25:54,And this was like...
00:25:54,00:25:54,"Oh, wow."
00:25:54,00:25:56,Make up these facts.
00:25:56,00:25:57,"They sent us some of the coal, didn't they?"
00:25:57,00:25:59,"There'll be some here for you, Anna."
00:25:59,00:26:00,Some of the chocolate coal.
00:26:00,00:26:00,"Yeah, yeah, yeah."
00:26:00,00:26:02,"Yeah, we all got our own little pouch."
00:26:02,00:26:05,"Wow, I can't believe you've waited this long to tell me."
00:26:05,00:26:07,So this is the kind of thing I came back for.
00:26:07,00:26:07,Here is a fact.
00:26:07,00:26:09,I'm going to say the fact first this time
00:26:09,00:26:11,and then the person who's going to cost...
00:26:11,00:26:12,"Okay, mix it up."
00:26:12,00:26:13,...costard it.
00:26:13,00:26:15,"And this fact is that in Britain,"
00:26:15,00:26:18,pedestrians step to the right to avoid each other
00:26:18,00:26:20,and in Japan they step to the left
00:26:20,00:26:22,and nobody knows why.
00:26:22,00:26:26,And I'm going to hand that fact over to Max Scopperson
00:26:26,00:26:27,to be the custodian of that.
00:26:27,00:26:28,Very nice.
00:26:28,00:26:29,It's a weird one.
00:26:29,00:26:30,Which way do you step?
00:26:30,00:26:34,I think I step in the same direction as a person walking towards me
00:26:34,00:26:36,and then we both change our minds
00:26:36,00:26:38,and step in the other direction
00:26:38,00:26:40,and then both step in the other direction
00:26:40,00:26:41,"and they go, oh, sorry, sorry, sorry."
00:26:41,00:26:43,And then kind of slightly barge into each other.
00:26:43,00:26:46,Then you're making out and then it is...
00:26:46,00:26:47,Yeah.
00:26:47,00:26:48,"And like, that sister, leave me alone."
00:26:48,00:26:51,[laughter]
00:26:51,00:26:53,"Is that called back to ""So Long ago"","
00:26:53,00:26:54,wasn't it?
00:26:54,00:26:54,Last one.
00:26:54,00:26:55,Last one for the fish.
00:26:55,00:26:57,"But good, she's a character now at the show."
00:26:57,00:26:59,[laughter]
00:26:59,00:27:00,She'll enjoy that.
00:27:00,00:27:01,"James, you got another fact?"
00:27:01,00:27:03,"Yes, I have my last one for the day."
00:27:03,00:27:08,"This fact is under the custody of Kino, K-E-N-O."
00:27:08,00:27:10,"Could be Kino, Kino."
00:27:10,00:27:12,"But anyway, either way, your facts now,"
00:27:12,00:27:14,"forever and forsaking all of us,"
00:27:14,00:27:18,is that half of all California condors
00:27:18,00:27:20,were raised by glove puppets.
00:27:20,00:27:22,"Oh, yeah."
00:27:22,00:27:23,This is great.
00:27:23,00:27:26,This is a reintroduction program.
00:27:26,00:27:27,Yeah.
00:27:27,00:27:29,"Well, I think one of the early ones,"
00:27:29,00:27:32,"and it's been like a lot of other birds,"
00:27:32,00:27:33,"they do similar things now, right?"
00:27:33,00:27:33,Yeah.
00:27:33,00:27:34,Remember?
00:27:34,00:27:35,Yeah.
00:27:35,00:27:38,And this is the idea that they attach very strongly
00:27:38,00:27:39,to whoever raises them.
00:27:39,00:27:40,And so you can't have a person.
00:27:40,00:27:42,"Otherwise, they'll be attached to that person."
00:27:42,00:27:44,So the person dresses up as a condor.
00:27:44,00:27:45,"Did an imprint, is that what it's called?"
00:27:45,00:27:46,Or is that different?
00:27:46,00:27:48,"No, yeah, they imprint, yeah."
00:27:48,00:27:50,"All right, down, final fact."
00:27:50,00:27:51,- Yeah. - Make it a good one.
00:27:51,00:27:53,"This goes to Gemma Hearton,"
00:27:53,00:27:55,and you are now the custodian of the fact
00:27:55,00:27:58,that the first ever novel ended mid-sentence.
00:27:58,00:28:01,"Oh, yes, the tale of Genji."
00:28:01,00:28:04,Written by that lady in an age ago.
00:28:04,00:28:05,"Oh, yeah."
00:28:05,00:28:06,In that country far away.
00:28:06,00:28:06,Yeah.
00:28:06,00:28:08,"In a place, yeah, for a place."
00:28:08,00:28:10,Eric Olfson probably knows her.
00:28:10,00:28:13,"Probably friends of her, or John Jones."
00:28:13,00:28:15,Yeah.
00:28:15,00:28:17,"Well, that's a cracking fact to end on."
00:28:17,00:28:19,I would say that because it's on a vine.
00:28:19,00:28:22,"But all great facts, God them wisely."
00:28:22,00:28:25,And thank you so much to all of those new custodians.
00:28:25,00:28:27,So that is thank you to Timothy.
00:28:27,00:28:28,Sit.
00:28:28,00:28:32,"God, you must get annoyed with that."
00:28:32,00:28:34,"And thank you to Timothy, Eric,"
00:28:34,00:28:38,"Holly, Vanessa, Max, other Max, Max Scupperson,"
00:28:38,00:28:40,"Kino, and Gemma."
00:28:40,00:28:44,Thank you so much for joining us for this episode of Little Fish.
00:28:44,00:28:47,"If you want to listen to an episode of the big fish,"
00:28:47,00:28:49,"the real podcast, no such thing as a fish,"
00:28:49,00:28:51,we'll be back again on Friday.
00:28:51,00:28:52,"If you want to listen to another fake podcast,"
00:28:52,00:28:55,"Little Fish, we'll be back again on Monday."
00:28:55,00:28:56,And what else can you do?
00:28:56,00:28:57,What if they have some facts to send?
00:28:57,00:28:58,Where would they send those?
00:28:58,00:29:00,"Guys, if you've got some facts to send,"
00:29:00,00:29:02,you should send them to podcastacui.com.
00:29:02,00:29:04,"And if you join up to the highest tier of club fish,"
00:29:04,00:29:08,you might get custodian ship of one of our facts.
00:29:08,00:29:09,And that's it from us.
00:29:09,00:29:11,That's from James.
00:29:11,00:29:12,Yeah.
00:29:12,00:29:12,From Dan.
00:29:12,00:29:12,Yeah.
00:29:12,00:29:13,From me.
00:29:13,00:29:15,And what do you say at the end of things?
00:29:15,00:29:19,And then thank you for listening to this podcast.
00:29:19,00:29:20,We'll see you again sometime.
00:29:20,00:29:21,Goodbye.
00:29:21,00:29:27,"Okay, it's harder than it looks, isn't it?"
00:29:27,00:29:28,It is.
00:29:28,00:29:29,"And not to be nitpicky,"
00:29:29,00:29:31,but it's not that you might get custodian ship.
00:29:31,00:29:33,"If you sign up, you definitely will."
00:29:33,00:29:33,It's part of the deal.
00:29:33,00:29:37,You will get custodian ship of one of our facts.
00:29:37,00:29:39,"If you sign up to our top tier,"
00:29:39,00:29:41,"try me to do it again, normally."
00:29:41,00:29:42,Did Andy write your outro?
00:29:42,00:29:44,[laughs]
00:29:44,00:29:50,[music]
00:29:50,00:29:57,[BLANK_AUDIO]
